iter	Logloss
555	0.4600188983
556	0.4598847934
557	0.4597841749
558	0.459645839
559	0.4595494343
560	0.4594208341
561	0.4593114452
562	0.459220259
563	0.4591591534
564	0.459057027
565	0.4589283021
566	0.4588442083
567	0.4587597289
568	0.4586637201
569	0.4585356058
570	0.4585150508
571	0.4585125319
572	0.4583702097
573	0.4582847978
574	0.4581715168
575	0.458066148
576	0.4579368844
577	0.4578322655
578	0.4576917996
579	0.457521611
580	0.4574050331
581	0.4572872686
582	0.4571998727
583	0.4570874213
584	0.4569844323
585	0.4568737405
586	0.4567947759
587	0.4566732084
588	0.4565359455
589	0.4564799648
590	0.4564138114
591	0.4562863038
592	0.4561826945
593	0.4560469208
594	0.4559133184
595	0.4557595332
596	0.4556151421
597	0.4554901709
598	0.4553554575
599	0.4552833234
600	0.455186704
601	0.4550700683
602	0.4550411293
603	0.4549035371
604	0.4548141456
605	0.4547071429
606	0.4547041139
607	0.4546040201
608	0.4544541191
609	0.454319672
610	0.4542979066
611	0.4541140206
612	0.4540465484
613	0.4539595589
614	0.4538086922
615	0.4537115001
616	0.4536099882
617	0.4535188345
618	0.4534687985
619	0.4533081789
620	0.4531974102
621	0.4530974075
622	0.4530078883
623	0.4528866058
624	0.4528673338
625	0.452765767
626	0.4526339624
627	0.4524986691
628	0.4524433102
629	0.4522767727
630	0.4521656646
631	0.4520526285
632	0.4519654782
633	0.4518576297
634	0.451822917
635	0.4517451315
636	0.4516302756
637	0.4515324221
638	0.4514454731
639	0.4513676361
640	0.4512550571
641	0.4510621709
642	0.4509160315
643	0.4508294865
644	0.4507494982
645	0.450617558
646	0.4504997975
647	0.4503983243
648	0.450378697
649	0.4502814907
650	0.4501585674
651	0.4500659155
652	0.4499471105
653	0.4498778446
654	0.4498189975
655	0.4497258351
656	0.4496726581
657	0.4495619808
658	0.4494653103
659	0.4493792135
660	0.4492621677
661	0.4490967141
662	0.4490169924
663	0.448928904
664	0.4488396111
665	0.4486856148
666	0.448590344
667	0.448477885
668	0.4484758238
669	0.4483646106
670	0.4483597457
671	0.4482442671
672	0.4481325909
673	0.4480052095
674	0.4478443711
675	0.4477655734
676	0.4477355598
677	0.4475847152
678	0.4474987415
679	0.4474974982
680	0.4473676608
681	0.4472923741
682	0.4472167805
683	0.4470582126
684	0.4469892164
685	0.4468918128
686	0.4467537584
687	0.4466984374
688	0.4465788682
689	0.4463949193
690	0.4462771726
691	0.4462081035
692	0.446068689
693	0.4459636006
694	0.4458660541
695	0.4457525119
696	0.4456545266
697	0.4455432709
698	0.4454356465
699	0.445329966
700	0.4452328925
701	0.4450968456
702	0.4450949207
703	0.4450584247
704	0.444954355
705	0.4448992539
706	0.4447751555
707	0.4446711617
708	0.4445689551
709	0.4444707548
710	0.4443810839
711	0.4443028469
712	0.4442345771
713	0.4441301901
714	0.4440736988
715	0.4439667678
716	0.4438296687
717	0.4437321407
718	0.443618013
719	0.4435325215
720	0.4433687947
721	0.4432776146
722	0.4432085348
723	0.4430757933
724	0.4430151298
725	0.4429441538
726	0.4427788147
727	0.4427163885
728	0.4425671648
729	0.4425167805
730	0.4423975091
731	0.4422666102
732	0.4421763134
733	0.4420478713
734	0.4419440748
735	0.4418305413
736	0.4417104994
737	0.4416115822
738	0.4414769136
739	0.4414173225
740	0.4412631081
741	0.4411360855
742	0.4410013595
743	0.440933773
744	0.4408365313
745	0.4408324142
746	0.4407655283
747	0.4407196983
748	0.440659369
749	0.4405332699
750	0.4404040766
751	0.4403058793
752	0.4401951777
753	0.4400828568
754	0.4399738494
755	0.4399168307
756	0.4398298218
757	0.4398093133
758	0.4396584573
759	0.4395456297
760	0.4394240545
761	0.4393364813
762	0.4393010773
763	0.4392899536
764	0.4392291581
765	0.4390983296
766	0.4390292478
767	0.4389108081
768	0.438833591
769	0.438779374
770	0.4386592757
771	0.43856548
772	0.4384662953
773	0.4383738032
774	0.4382494037
775	0.4381776078
776	0.4380396366
777	0.4379473451
778	0.437848455
779	0.4377439709
780	0.4375988415
781	0.4375377827
782	0.4374799197
783	0.4373887994
784	0.4373205551
785	0.4372241354
786	0.4371256148
787	0.4370349192
788	0.4369282983
789	0.4368366889
790	0.436727399
791	0.4366422067
792	0.4365379871
793	0.4364332493
794	0.436378154
795	0.4362796933
796	0.4361902225
797	0.436128902
798	0.436117027
799	0.4360335065
800	0.4359213886
801	0.4358033783
802	0.4357190495
803	0.4356915451
804	0.4355509368
805	0.4354426943
806	0.4353853079
807	0.4352556481
808	0.4351707663
809	0.4350584775
810	0.4349480424
811	0.4348798017
812	0.4347852726
813	0.4347002228
814	0.434607922
815	0.4345324577
816	0.4344535731
817	0.4343558021
818	0.4342112517
819	0.4341093266
820	0.4340030477
821	0.4338649122
822	0.4338522915
823	0.4337069628
824	0.4335838279
825	0.4334944097
826	0.4334133196
827	0.4333133812
828	0.4331868576
829	0.4330851372
830	0.4329802499
831	0.4328925083
832	0.4327978012
833	0.4326803132
834	0.432583567
835	0.4324620019
836	0.4323575028
837	0.4322574196
838	0.4322222349
839	0.4321210433
840	0.4320376986
841	0.4319442206
842	0.431812621
843	0.4317285422
844	0.4316737098
845	0.4315654804
846	0.4314541842
847	0.4314247628
848	0.431336222
849	0.4312468232
850	0.4311738755
851	0.4310561545
852	0.4309638729
853	0.4308870704
854	0.4307350883
855	0.4306207139
856	0.4305431556
857	0.4304417892
858	0.430350407
859	0.4302741966
860	0.4301133127
861	0.4300475511
862	0.4299309606
863	0.4298321001
864	0.4297711708
865	0.4297007608
866	0.4296193226
867	0.429520396
868	0.4294416006
869	0.4293359443
870	0.4292720808
871	0.4291422929
872	0.4290436689
873	0.4289490557
874	0.4288696323
875	0.428818492
876	0.428695302
877	0.4286076341
878	0.4285167363
879	0.4284560218
880	0.4283213483
881	0.4283135772
882	0.4283129454
883	0.4281815531
884	0.4280838221
885	0.4279871768
886	0.427889704
887	0.4278036194
888	0.4277019237
889	0.4275601303
890	0.4274456357
891	0.4273921714
892	0.4273053886
893	0.4272285595
894	0.4271215736
895	0.4270534093
896	0.4269426006
897	0.4268313461
898	0.4267504226
899	0.426741617
900	0.4266333731
901	0.4265133473
902	0.426475297
903	0.4263871553
904	0.4262892297
905	0.4261627626
906	0.4261565552
907	0.42600494
908	0.4259222684
909	0.4258685438
910	0.4257698036
911	0.4256410913
912	0.4255457826
913	0.4254618833
914	0.4253879749
915	0.4252941043
916	0.4252028192
917	0.4251302475
918	0.4250526131
919	0.4249591606
920	0.4249090259
921	0.4247831805
922	0.4247259921
923	0.4247233192
924	0.424617664
925	0.4245651331
926	0.4245110493
927	0.4243994851
928	0.424289007
929	0.4242581573
930	0.4241914839
931	0.4240965414
932	0.4240173109
933	0.423947691
934	0.4238164113
935	0.4236779491
936	0.423559582
937	0.4234669667
938	0.4233867798
939	0.4233286293
940	0.4232066838
941	0.4231202922
942	0.4230366416
943	0.4229523002
944	0.4228205408
945	0.4227808944
946	0.4226715145
947	0.4225883145
948	0.4224998549
949	0.4224037414
950	0.4223058306
951	0.4222361818
952	0.4221341406
953	0.4220357385
954	0.4219318735
955	0.421818268
956	0.4216874752
957	0.4215636973
958	0.4214790925
959	0.4213612617
960	0.421282065
961	0.421196886
962	0.4211202996
963	0.4210624361
964	0.4209594196
965	0.4208612314
966	0.4207691709
967	0.4207176781
968	0.4206461484
969	0.4205222242
970	0.4204368015
971	0.4203128566
972	0.4202242571
973	0.4201122034
974	0.4200271845
975	0.4198972043
976	0.4198538083
977	0.4197419162
978	0.4196093907
979	0.4194895621
980	0.4194056941
981	0.4193685001
982	0.419252978
983	0.4191393933
984	0.4190186154
985	0.418923634
986	0.4188676147
987	0.41880089
988	0.4187424025
989	0.4186906115
990	0.4186853981
991	0.418619201
992	0.4185308381
993	0.4184707306
994	0.4183881051
995	0.4183166818
996	0.4182557085
997	0.4181661838
998	0.4181007494
999	0.4180109783
